file	adv	stop	match	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20221214_0645_0715	100173	200174.0	1.0	157.0	M	1.9	118.1	YY	0.3	33.4	33.1	29.8	29.5	1.9	22.0	8.8	111.2	RG	59.0	35.8	34.8	96.9	37.9	8.8	22.0	6.9
20221214_0645_0715	100207	200208.0	1.0	157.0	M	119.8	0.2	GY	0.3	18.5	18.2	35.1	34.8	-0.2	22.0	3.3	116.7	YR	0.7	17.6	16.7	38.5	37.8	3.3	22.0	3.5
20221214_0645_0715	100269	200288.0	0.0	157.0	R	156.9	4.9	GG	0.3	3.7	3.5	1.7	1.4	-4.9	24.0	7.4	133.0	RG	82.8	6.3	5.4	83.1	0.3	7.4	28.0	12.3
20221214_0645_0715	100269	200280.0	0.0	157.0	R	156.9	4.9	GG	0.3	3.7	3.5	1.7	1.4	-4.9	24.0	1.1	139.3	YY	0.9	2.3	1.7	6.3	5.4	1.1	28.0	6.0
20221214_0645_0715	100270	200279.0	0.0	157.0	L	157.5	4.3	GG	0.3	2.3	1.9	1.0	0.7	-4.3	24.0	0.0	140.4	YY	0.6	1.0	0.3	8.1	7.5	0.0	28.0	4.3
20221214_0645_0715	100270	200289.0	0.0	157.0	L	157.5	4.3	GG	0.3	2.3	1.9	1.0	0.7	-4.3	24.0	8.1	132.3	RG	80.2	8.1	7.5	80.8	0.6	8.1	28.0	12.4
20221214_0645_0715	100272	200279.0	1.0	157.0	L	158.5	3.3	GG	0.4	1.0	0.7	4.6	4.2	-3.3	24.0	0.0	140.4	YY	0.6	1.0	0.3	8.1	7.5	0.0	28.0	3.3
20221214_0645_0715	100272	200289.0	0.0	157.0	L	158.5	3.3	GG	0.4	1.0	0.7	4.6	4.2	-3.3	24.0	8.1	132.3	RG	80.2	8.1	7.5	80.8	0.6	8.1	28.0	11.4
20221214_0645_0715	100273	200280.0	1.0	157.0	R	158.6	3.2	GG	0.4	1.7	1.4	4.3	3.9	-3.2	24.0	1.1	139.3	YY	0.9	2.3	1.7	6.3	5.4	1.1	28.0	4.3
20221214_0645_0715	100273	200288.0	0.0	157.0	R	158.6	3.2	GG	0.4	1.7	1.4	4.3	3.9	-3.2	24.0	7.4	133.0	RG	82.8	6.3	5.4	83.1	0.3	7.4	28.0	10.6
20221214_0645_0715	100275	200285.0	0.0	157.0	M	160.0	1.8	GG	0.2	5.4	5.0	1.8	1.6	-1.8	24.0	3.4	137.0	YR	0.6	1.8	1.1	5.6	5.0	3.4	28.0	5.2
20221214_0645_0715	100275	200283.0	1.0	157.0	M	160.0	1.8	GG	0.2	5.4	5.0	1.8	1.6	-1.8	24.0	1.6	138.8	YY	0.7	5.3	4.6	1.8	1.1	1.6	28.0	3.4
20221214_0645_0715	100275	200291.0	0.0	157.0	M	160.0	1.8	GG	0.2	5.4	5.0	1.8	1.6	-1.8	24.0	9.0	131.4	RG	79.3	5.6	5.0	80.3	1.0	9.0	28.0	10.8
20221214_0645_0715	100278	200285.0	1.0	157.0	M	0.0	140.4	YY	0.3	1.8	1.6	2.8	2.5	0.0	28.0	3.4	137.0	YR	0.6	1.8	1.1	5.6	5.0	3.4	28.0	3.4
20221214_0645_0715	100278	200291.0	0.0	157.0	M	0.0	140.4	YY	0.3	1.8	1.6	2.8	2.5	0.0	28.0	9.0	131.4	RG	79.3	5.6	5.0	80.3	1.0	9.0	28.0	9.0
20221214_0645_0715	100281	200288.0	1.0	157.0	R	1.1	139.3	YY	0.3	4.3	3.9	7.6	7.3	1.1	28.0	7.4	133.0	RG	82.8	6.3	5.4	83.1	0.3	7.4	28.0	6.3
20221214_0645_0715	100282	200289.0	1.0	157.0	L	1.3	139.1	YY	0.6	4.6	4.2	4.0	3.4	1.3	28.0	8.1	132.3	RG	80.2	8.1	7.5	80.8	0.6	8.1	28.0	6.8
20221214_0645_0715	100284	200291.0	1.0	157.0	M	2.8	137.6	YY	0.3	2.8	2.5	3.9	3.6	2.8	28.0	9.0	131.4	RG	79.3	5.6	5.0	80.3	1.0	9.0	28.0	6.2
20221214_0645_0715	100383	200396.0	0.0	157.0	L	134.7	5.7	GG	0.5	11.2	10.8	2.8	2.3	-5.7	36.0	2.0	138.4	YY	0.9	3.2	2.4	14.0	13.1	2.0	19.0	7.7
20221214_0645_0715	100385	200392.0	1.0	157.0	M	135.8	4.6	GG	0.3	9.5	9.2	1.6	1.3	-4.6	36.0	140.2	0.2	GY	0.8	10.2	9.4	1.4	0.6	-0.2	36.0	4.4
20221214_0645_0715	100385	200394.0	0.0	157.0	M	135.8	4.6	GG	0.3	9.5	9.2	1.6	1.3	-4.6	36.0	1.2	139.2	YY	0.8	1.4	0.6	3.7	2.9	1.2	19.0	5.8
20221214_0645_0715	100385	200397.0	0.0	157.0	M	135.8	4.6	GG	0.3	9.5	9.2	1.6	1.3	-4.6	36.0	4.9	135.5	RG	80.3	3.7	2.9	83.1	2.8	4.9	19.0	9.5
20221214_0645_0715	100386	200398.0	0.0	157.0	R	137.1	3.3	GG	0.4	5.9	5.7	1.1	0.7	-3.3	36.0	5.0	135.4	RR	0.8	3.5	1.5	13.9	13.1	5.0	19.0	8.3
20221214_0645_0715	100386	200395.0	1.0	157.0	R	137.1	3.3	GG	0.4	5.9	5.7	1.1	0.7	-3.3	36.0	1.5	138.9	YY	2.0	7.0	6.2	3.5	1.5	1.5	19.0	4.8
20221214_0645_0715	100387	200397.0	0.0	157.0	M	137.4	3.0	GG	0.3	1.6	1.3	2.2	1.9	-3.0	36.0	4.9	135.5	RG	80.3	3.7	2.9	83.1	2.8	4.9	19.0	7.9
20221214_0645_0715	100387	200394.0	1.0	157.0	M	137.4	3.0	GG	0.3	1.6	1.3	2.2	1.9	-3.0	36.0	1.2	139.2	YY	0.8	1.4	0.6	3.7	2.9	1.2	19.0	4.2
20221214_0645_0715	100387	200392.0	0.0	157.0	M	137.4	3.0	GG	0.3	1.6	1.3	2.2	1.9	-3.0	36.0	140.2	0.2	GY	0.8	10.2	9.4	1.4	0.6	-0.2	36.0	2.8
20221214_0645_0715	100388	200396.0	1.0	157.0	L	137.5	2.9	GG	0.3	2.8	2.3	31.5	31.2	-2.9	36.0	2.0	138.4	YY	0.9	3.2	2.4	14.0	13.1	2.0	19.0	4.9
20221214_0645_0715	100389	200398.0	1.0	157.0	R	138.2	2.2	GG	0.3	1.1	0.7	13.2	12.9	-2.2	36.0	5.0	135.4	RR	0.8	3.5	1.5	13.9	13.1	5.0	19.0	7.2
20221214_0645_0715	100389	200395.0	0.0	157.0	R	138.2	2.2	GG	0.3	1.1	0.7	13.2	12.9	-2.2	36.0	1.5	138.9	YY	2.0	7.0	6.2	3.5	1.5	1.5	19.0	3.7
20221214_0645_0715	100391	200397.0	1.0	157.0	M	139.6	0.8	GY	0.9	2.2	1.9	1.4	0.5	-0.8	36.0	4.9	135.5	RG	80.3	3.7	2.9	83.1	2.8	4.9	19.0	5.7
20221214_0645_0715	100393	200397.0	0.0	157.0	M	0.6	139.8	YY	0.3	1.4	0.5	9.1	8.8	0.6	19.0	4.9	135.5	RG	80.3	3.7	2.9	83.1	2.8	4.9	19.0	4.3
