file	adv	stop	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230101_16	100543	200545.0	104.0	M	90.4	5.0	GG	0.3	71.5	71.1	26.9	26.6	-5.0	10.0	95.4	0.0	GY	0.9	80.2	25.0	31.5	30.6	0.0	10.0	5.0
20230101_16	100718	200719.0	148.0	M	0.7	99.3	YY	0.3	20.2	19.7	20.1	19.8	0.7	26.0	8.1	91.9	RG	57.7	22.2	21.3	58.1	0.4	8.1	26.0	7.4
20230101_16	100800	200801.0	148.0	M	99.8	0.2	GY	0.3	27.1	26.7	28.6	28.3	-0.2	21.0	3.1	96.9	YR	0.6	22.0	20.7	32.1	31.5	3.1	15.0	3.3
20230101_16	100828	200829.0	148.0	R	94.8	5.2	GG	0.3	15.5	15.1	27.7	27.4	-5.2	15.0	99.4	0.6	GY	0.9	5.0	3.5	33.3	32.4	-0.6	15.0	4.6
20230101_17	100053	200054.0	123.0	L	97.2	2.8	GG	0.9	7.4	7.0	18.5	17.6	-2.8	18.0	1.9	98.1	YY	0.9	7.6	6.7	36.0	35.1	1.9	7.0	4.7
20230101_17	100118	200119.0	123.0	R	92.0	3.0	GG	0.4	48.0	47.4	17.5	17.1	-3.0	12.0	1.1	98.9	YY	0.7	21.1	19.1	21.7	21.0	1.1	25.0	4.1
20230101_17	100190	200191.0	123.0	R	98.5	1.5	GG	0.4	9.3	9.1	73.4	73.0	-1.5	16.0	3.3	96.7	YR	1.0	6.4	5.0	69.6	68.6	3.3	10.0	4.8
20230101_17	100257	200259.0	108.0	R	91.4	3.6	GG	0.2	25.7	25.2	49.2	49.0	-3.6	16.0	94.7	0.3	GY	0.6	17.7	15.9	55.0	54.4	-0.3	16.0	3.3
20230101_17	100258	200260.0	108.0	M	91.4	3.6	GG	0.3	5.6	5.3	48.0	47.7	-3.6	16.0	0.2	99.8	YY	0.7	5.9	5.2	52.5	51.8	0.2	9.0	3.8
20230101_17	100276	200277.0	108.0	M	95.7	4.3	GG	0.3	28.8	28.3	36.6	36.3	-4.3	9.0	0.0	100.0	YY	0.8	21.0	19.2	38.2	37.4	0.0	9.0	4.3
20230101_17	100408	200409.0	108.0	M	93.3	1.7	GG	0.2	7.3	7.0	17.5	17.3	-1.7	12.0	1.5	103.5	YY	0.7	6.5	5.8	21.9	21.2	1.5	15.0	3.2
20230101_17	100518	200519.0	117.0	R	90.7	4.3	GG	0.3	10.2	9.9	49.1	48.8	-4.3	15.0	94.7	0.3	GY	0.8	8.9	7.9	56.8	56.0	-0.3	15.0	4.0
20230101_17	100548	200549.0	117.0	R	104.8	0.2	GY	0.5	42.3	41.8	26.6	26.1	-0.2	16.0	6.0	94.0	RG	65.5	35.5	34.1	98.6	33.1	6.0	11.0	6.2
20230101_17	100562	200564.0	117.0	R	99.4	0.6	GG	0.4	69.4	68.9	14.5	14.1	-0.6	11.0	4.6	95.4	RG	66.6	98.6	33.1	67.8	1.2	4.6	20.0	5.2
20230101_17	100596	200598.0	117.0	R	96.0	4.0	GG	0.4	5.9	5.3	34.8	34.4	-4.0	20.0	0.6	94.4	YY	0.8	4.0	3.0	33.1	32.3	0.6	20.0	4.6
20230101_17	100658	200659.0	126.0	R	103.1	1.9	GG	0.4	38.3	37.8	19.2	18.8	-1.9	6.0	6.3	88.7	RG	67.1	53.6	33.2	68.4	1.3	6.3	14.0	8.2
20230101_17	100720	200721.0	126.0	M	96.5	3.5	GG	0.3	21.9	21.6	15.9	15.6	-3.5	21.0	0.6	104.4	YY	0.8	21.9	21.1	20.7	19.9	0.6	16.0	4.1
20230101_18	100086	200087.0	126.0	L	97.0	3.0	GG	0.4	23.5	23.0	6.0	5.6	-3.0	13.0	1.0	99.0	YY	0.8	21.2	19.5	12.0	11.2	1.0	18.0	4.0
20230101_18	100119	200121.0	126.0	R	95.4	4.6	GG	0.4	3.3	3.0	33.7	33.3	-4.6	18.0	0.7	99.3	YY	1.0	8.2	6.5	35.9	34.9	0.7	21.0	5.3
20230101_18	100122	200123.0	126.0	M	0.9	99.1	YY	0.4	8.8	8.5	26.8	26.4	0.9	21.0	8.3	91.7	RG	68.9	11.2	10.2	73.3	4.4	8.3	21.0	7.4
20230101_18	100242	200245.0	123.0	M	95.0	5.0	GG	0.3	7.9	7.6	2.6	2.3	-5.0	18.0	99.3	0.7	GY	0.8	7.7	6.9	5.4	4.6	-0.7	18.0	4.3
20230101_18	100243	200248.0	123.0	M	97.6	2.4	GG	0.4	2.6	2.3	126.1	125.7	-2.4	18.0	4.7	95.3	RG	70.7	5.4	4.6	126.5	55.8	4.7	6.0	7.1
20230101_18	100244	200247.0	123.0	R	97.7	2.3	GG	0.3	17.0	16.6	3.5	3.2	-2.3	18.0	2.8	97.2	YR	2.1	16.5	15.4	7.5	5.4	2.8	6.0	5.1
20230101_18	100246	200249.0	123.0	R	1.2	98.8	YY	0.4	3.5	3.2	35.3	34.9	1.2	6.0	10.3	89.7	RG	67.9	7.5	5.4	84.9	17.0	10.3	6.0	9.1
20230101_18	100305	200306.0	123.0	M	96.5	3.5	GG	0.4	9.6	9.3	48.3	47.9	-3.5	14.0	1.4	98.6	YY	0.9	9.4	8.4	51.6	50.7	1.4	21.0	4.9
20230101_18	100378	200379.0	123.0	L	2.2	97.8	YY	0.6	21.9	20.1	14.9	14.3	2.2	8.0	10.1	89.9	RG	51.7	23.5	22.4	68.3	16.6	10.1	8.0	7.9
20230101_18	100392	200393.0	123.0	M	94.9	5.1	GG	0.4	73.3	72.8	18.7	18.3	-5.1	8.0	0.0	100.0	YY	1.0	76.1	38.8	62.9	61.9	0.0	10.0	5.1
20230101_18	100413	200414.0	123.0	L	99.9	0.1	GY	0.3	23.7	23.4	53.7	53.4	-0.1	10.0	7.8	92.2	RG	68.1	39.2	38.0	68.8	0.7	7.8	14.0	7.9
20230101_18	100514	200516.0	120.0	M	0.5	99.5	YY	0.4	9.5	9.1	34.1	33.7	0.5	14.0	7.3	92.7	RG	65.8	11.4	10.4	66.1	0.3	7.3	14.0	6.8
20230101_18	100555	200556.0	120.0	R	100.4	4.6	GG	0.4	47.7	47.1	20.8	20.4	-4.6	12.0	105.0	0.0	GY	1.0	23.0	21.1	24.2	23.2	0.0	12.0	4.6
20230101_18	100597	200598.0	120.0	L	3.0	97.0	YY	0.3	25.5	25.2	41.7	41.4	3.0	24.0	9.6	90.4	RG	55.0	27.8	26.9	56.8	1.8	9.6	24.0	6.6
20230101_18	100637	200638.0	120.0	M	97.4	2.6	GG	0.5	30.3	29.7	38.2	37.7	-2.6	24.0	3.0	102.0	YR	1.2	28.7	27.6	40.9	39.7	3.0	15.0	5.6
20230101_18	100665	200667.0	120.0	R	103.9	1.1	GG	0.3	32.0	31.6	50.2	49.9	-1.1	15.0	2.7	92.3	YY	0.7	36.2	35.4	54.6	53.9	2.7	10.0	3.8
20230101_18	100664	200668.0	120.0	M	103.9	1.1	GG	0.4	12.9	12.5	1.4	1.0	-1.1	15.0	3.3	91.7	YR	0.9	11.9	10.9	3.2	2.3	3.3	10.0	4.4
20230101_18	100666	200669.0	120.0	M	0.3	94.7	YY	0.4	1.4	1.0	17.4	17.0	0.3	10.0	6.5	88.5	RG	62.2	3.2	2.3	65.5	3.3	6.5	10.0	6.2
20230101_18	100847	200848.0	128.0	M	97.2	2.8	GG	0.4	49.0	48.7	25.5	25.1	-2.8	10.0	2.1	102.9	YY	1.0	58.2	40.3	29.4	28.4	2.1	10.0	4.9
20230101_19	100037	200038.0	123.0	R	1.1	98.9	YY	0.3	41.4	40.8	47.5	47.2	1.1	14.0	7.3	92.7	RR	3.2	33.4	32.0	55.2	52.0	7.3	14.0	6.2
20230101_19	100243	200245.0	90.0	R	112.8	3.3	GG	0.3	33.9	33.6	17.7	17.4	-3.3	11.0	1.2	115.8	YY	0.9	33.9	32.9	22.1	21.2	1.2	9.0	4.5
20230101_19	100273	200275.0	90.0	R	115.1	1.9	GG	0.3	4.3	4.0	7.9	7.6	-1.9	8.0	1.5	115.5	YY	0.7	3.9	3.2	13.6	12.9	1.5	13.0	3.4
20230101_19	100274	200276.0	90.0	M	116.4	0.6	GG	0.3	56.9	56.5	4.9	4.6	-0.6	8.0	3.0	114.0	YR	0.7	66.4	36.7	8.9	8.2	3.0	13.0	3.6
20230101_19	100337	200338.0	90.0	R	2.1	104.4	YY	0.4	17.3	16.9	38.8	38.4	2.1	13.0	9.2	97.3	RG	63.7	19.4	18.4	76.7	13.0	9.2	13.0	7.1
20230101_19	100425	200426.0	136.0	M	3.5	101.5	YR	0.4	20.7	20.3	38.6	38.2	3.5	11.0	10.2	94.8	RG	61.0	22.3	21.3	61.5	0.5	10.2	11.0	6.7
20230101_19	100648	200650.0	94.0	R	0.2	94.8	YY	0.4	56.6	56.2	14.0	13.6	0.2	8.0	8.6	86.4	RG	54.4	35.7	33.9	83.0	28.6	8.6	8.0	8.4
20230101_19	100662	200664.0	94.0	M	1.3	98.7	YY	0.4	55.9	55.5	25.0	24.6	1.3	14.0	7.9	92.1	RG	55.6	84.6	46.3	56.8	1.2	7.9	14.0	6.6
20230101_19	100684	200685.0	94.0	M	2.7	97.3	YY	0.2	11.3	10.9	29.7	29.5	2.7	14.0	9.6	90.4	RG	68.2	14.1	13.3	68.4	0.2	9.6	14.0	6.9
20230101_20	100091	200092.0	89.0	M	1.0	99.0	YY	0.4	24.3	23.9	45.7	45.3	1.0	13.0	8.7	91.3	RG	64.6	27.2	26.2	65.4	0.8	8.7	13.0	7.7
20230101_20	100138	200140.0	89.0	R	104.7	0.3	GG	0.3	27.2	26.7	3.8	3.5	-0.3	16.0	4.0	91.0	RR	0.8	19.7	18.1	6.9	6.1	4.0	13.0	4.3
20230101_20	100139	200141.0	89.0	R	3.5	91.5	YR	0.4	3.8	3.5	43.4	43.0	3.5	13.0	10.9	84.1	RG	45.6	6.9	6.1	47.0	1.4	10.9	13.0	7.4
20230101_20	100190	200194.0	104.0	R	102.3	2.7	GG	0.3	55.2	54.6	4.4	4.1	-2.7	17.0	1.5	93.5	YY	0.8	33.9	32.2	7.8	7.0	1.5	10.0	4.2
20230101_20	100195	200197.0	104.0	R	1.7	93.3	YY	0.3	4.4	4.1	23.8	23.5	1.7	10.0	9.3	85.7	RG	46.9	7.8	7.0	47.5	0.6	9.3	10.0	7.6
20230101_20	100210	200211.0	104.0	L	94.2	0.8	GG	0.2	52.4	52.0	13.0	12.8	-0.8	10.0	2.5	97.5	YY	0.6	77.6	39.2	19.4	18.8	2.5	12.0	3.3
20230101_20	100320	200322.0	104.0	M	97.2	2.8	GG	0.2	8.9	8.6	6.8	6.6	-2.8	18.0	0.5	99.5	YY	0.7	8.0	7.2	10.7	10.0	0.5	8.0	3.3
20230101_20	100392	200393.0	105.0	L	1.0	99.0	YY	0.3	21.5	21.2	180.9	180.6	1.0	8.0	7.0	93.0	RG	54.9	25.3	24.4	179.4	124.5	7.0	8.0	6.0
20230101_20	100404	200406.0	105.0	M	97.9	2.1	GG	0.4	51.6	51.2	52.5	52.1	-2.1	8.0	2.8	97.2	YR	0.9	39.7	37.8	54.1	53.2	2.8	11.0	4.9
20230101_20	100483	200484.0	105.0	M	101.0	3.8	GG	0.3	36.0	35.5	39.8	39.5	-3.8	15.0	1.6	93.4	YY	1.0	23.3	22.2	41.2	40.2	1.6	17.0	5.4
20230101_20	100511	200512.0	105.0	M	90.9	4.1	GG	0.3	15.8	15.4	56.6	56.3	-4.1	17.0	0.3	99.7	YY	0.9	14.3	13.2	60.3	59.4	0.3	14.0	4.4
20230101_20	100536	200537.0	105.0	L	96.9	3.1	GG	0.3	27.2	26.8	76.2	75.9	-3.1	14.0	0.8	99.2	YY	0.7	26.0	25.0	77.1	76.4	0.8	7.0	3.9
20230101_20	100603	200604.0	86.0	M	1.8	100.3	YY	0.5	55.0	54.4	20.2	19.7	1.8	11.0	9.6	92.5	RG	68.5	31.3	29.4	72.4	3.9	9.6	11.0	7.8
20230101_20	100671	200672.0	86.0	R	99.4	0.6	GG	0.3	10.2	9.9	15.5	15.2	-0.6	6.0	4.4	95.6	RG	77.4	11.3	10.6	78.1	0.7	4.4	13.0	5.0
20230101_21	100029	200030.0	90.0	R	97.8	3.1	GG	0.4	10.7	10.3	9.9	9.5	-3.1	8.0	1.7	88.8	YY	0.9	10.7	9.8	12.6	11.7	1.7	5.0	4.8
20230101_21	100031	200035.0	90.0	L	3.1	87.4	YY	0.4	22.6	22.3	60.2	59.8	3.1	5.0	11.5	79.0	RG	19.0	25.9	24.9	56.6	37.6	11.5	5.0	8.4
20230101_21	100032	200034.0	90.0	M	3.3	87.2	YY	0.3	57.3	56.9	103.5	103.2	3.3	5.0	10.6	79.9	RG	21.0	58.4	57.3	104.1	83.1	10.6	5.0	7.3
20230101_21	100092	200094.0	90.0	R	1.0	112.9	YY	0.3	12.6	12.3	6.7	6.4	1.0	15.0	4.9	109.0	RR	0.7	11.6	10.7	13.3	12.6	4.9	15.0	3.9
20230101_21	100093	200096.0	90.0	L	2.7	111.2	YY	0.2	51.4	51.0	34.4	34.2	2.7	15.0	7.5	106.4	RG	39.6	51.8	50.9	76.3	36.7	7.5	15.0	4.8
20230101_21	100133	200134.0	90.0	R	93.6	1.4	GG	0.3	48.8	48.5	20.4	20.1	-1.4	11.0	2.6	90.9	YY	0.8	48.7	47.9	24.5	23.7	2.6	10.0	4.0
20230101_21	100220	200222.0	82.0	R	110.8	4.2	GG	0.4	36.3	35.9	37.1	36.7	-4.2	16.0	0.1	94.9	YY	0.9	36.2	35.4	36.2	35.3	0.1	6.0	4.3
20230101_21	100221	200223.0	82.0	M	112.0	3.0	GG	0.3	35.2	34.9	50.3	50.0	-3.0	16.0	1.4	93.6	YY	0.8	35.6	34.9	50.7	49.9	1.4	6.0	4.4
20230101_21	100234	200235.0	82.0	L	1.0	89.7	YY	0.3	49.0	48.8	16.6	16.3	1.0	11.0	7.9	82.8	RG	37.5	51.7	50.8	37.6	0.1	7.9	11.0	6.9
20230101_21	100264	200266.0	82.0	L	63.8	4.7	GG	0.3	2.4	2.0	13.1	12.8	-4.7	8.0	68.3	0.2	GY	0.8	2.3	1.4	17.2	16.4	-0.2	8.0	4.5
20230101_21	100281	200282.0	82.0	R	95.2	0.3	GG	0.3	6.3	6.0	11.9	11.6	-0.3	9.0	3.7	107.4	RR	0.7	6.2	5.4	15.2	14.5	3.7	11.0	4.0
20230101_21	100350	200353.0	93.0	L	3.1	103.8	YY	0.3	44.0	43.7	7.6	7.3	3.1	11.0	11.6	95.3	RG	33.3	84.8	83.9	49.4	16.1	11.6	11.0	8.5
20230101_21	100454	200457.0	93.0	L	101.9	3.1	GG	0.3	8.9	8.6	34.8	34.5	-3.1	10.0	0.6	99.4	YY	0.7	8.4	7.6	35.1	34.4	0.6	8.0	3.7
20230101_21	100549	200550.0	71.0	M	91.3	5.2	GG	0.4	18.3	18.0	22.3	21.9	-5.2	6.0	0.2	88.3	YY	1.0	19.7	18.9	25.2	24.2	0.2	9.0	5.4
20230101_22	100020	200021.0	93.0	R	3.3	91.7	YY	0.3	57.3	56.8	22.0	21.7	3.3	10.0	8.1	86.9	RG	27.0	53.0	51.3	31.2	4.2	8.1	10.0	4.8
20230101_22	100084	200087.0	93.0	M	0.5	99.5	YY	0.3	20.6	20.5	40.4	40.1	0.5	7.0	6.0	94.0	RG	45.2	42.7	41.6	56.7	11.5	6.0	7.0	5.5
20230101_22	100085	200086.0	93.0	R	0.9	99.1	YY	0.3	22.2	21.9	39.9	39.6	0.9	7.0	4.4	95.6	RR	0.6	21.8	21.1	58.9	58.3	4.4	7.0	3.5
20230101_22	100207	200209.0	69.0	M	97.8	2.2	GG	0.3	43.5	43.1	3.9	3.6	-2.2	15.0	1.7	98.3	YY	0.7	42.8	41.9	5.9	5.2	1.7	10.0	3.9
20230101_22	100210	200212.0	69.0	M	1.7	98.3	YY	0.3	3.9	3.6	39.6	39.3	1.7	10.0	7.6	92.4	RG	31.6	5.9	5.2	38.3	6.7	7.6	10.0	5.9
20230101_22	100319	200320.0	69.0	R	85.5	2.5	GG	0.3	16.2	15.9	32.0	31.7	-2.5	8.0	1.6	107.1	YY	0.8	16.2	15.4	36.2	35.4	1.6	13.0	4.1
20230101_22	100356	200357.0	79.0	L	1.1	88.9	YY	0.3	17.9	17.4	9.1	8.8	1.1	14.0	7.2	82.8	RG	26.9	17.7	16.7	33.5	6.6	7.2	14.0	6.1
20230101_22	100386	200387.0	79.0	R	1.1	77.0	YY	0.2	96.8	96.5	6.8	6.6	1.1	13.0	7.3	70.8	RG	35.3	99.0	98.2	35.8	0.5	7.3	13.0	6.2
20230101_22	100580	200582.0	68.0	M	2.5	95.2	YY	0.3	9.9	9.6	28.1	27.8	2.5	6.0	9.8	87.9	RG	20.8	13.8	13.1	25.9	5.1	9.8	6.0	7.3
20230101_23	100170	200171.0	59.0	L	2.7	75.3	YY	0.3	37.4	37.0	38.6	38.3	2.7	5.0	8.3	69.7	RG	22.1	37.5	36.5	36.6	14.5	8.3	5.0	5.6
20230101_23	100218	200219.0	55.0	R	1.6	88.4	YY	0.2	41.7	41.4	27.8	27.6	1.6	12.0	7.1	82.9	RG	39.5	42.3	41.4	59.0	19.5	7.1	12.0	5.5
20230101_23	100300	200302.0	41.0	M	103.3	1.1	GG	0.3	4.5	4.1	12.0	11.7	-1.1	8.0	3.4	90.9	YR	0.8	4.7	3.8	13.9	13.1	3.4	4.0	4.5
20230101_23	100309	200310.0	41.0	R	93.6	0.7	GG	0.3	158.6	158.2	19.9	19.6	-0.7	4.0	3.1	68.2	YR	0.6	174.1	169.5	25.0	24.4	3.1	6.0	3.8
20230102_00	100016	200018.0	43.0	M	1.8	73.2	YY	0.4	114.2	113.9	4.7	4.3	1.8	7.0	9.8	65.2	RG	21.5	118.3	117.5	21.7	0.2	9.8	7.0	8.0
20230102_00	100062	200063.0	43.0	M	45.8	5.0	GG	0.4	148.0	147.7	313.8	313.4	-5.0	5.0	0.0	107.9	YY	0.9	149.0	148.2	312.5	311.6	0.0	6.0	5.0
20230102_00	100210	200211.0	40.0	R	110.2	1.1	GG	0.3	33.2	32.8	225.0	224.7	-1.1	7.0	5.5	141.2	RG	26.1	35.6	34.8	222.3	196.2	5.5	4.0	6.6
20230102_03	100049	200050.0	22.0	L	85.9	4.1	GG	0.2	38.9	38.6	7.0	6.8	-4.1	9.0	89.8	0.2	GY	0.7	38.4	37.6	8.5	7.8	-0.2	9.0	3.9
20230102_03	100051	200052.0	22.0	L	2.9	177.1	YY	0.3	7.0	6.8	181.4	181.1	2.9	4.0	8.3	171.7	RG	21.5	8.5	7.8	183.4	161.9	8.3	4.0	5.4
20230102_03	100106	200107.0	16.0	M	0.4	89.6	YY	0.3	125.2	124.9	166.3	166.0	0.4	3.0	4.1	85.9	RR	0.7	124.9	124.2	167.8	167.1	4.1	3.0	3.7
20230102_04	100020	200021.0	19.0	R	1.0	99.0	YY	0.3	77.9	77.5	495.9	495.6	1.0	5.0	7.3	92.7	RG	22.7	78.4	77.2	210.8	188.1	7.3	5.0	6.3
20230102_04	100028	200029.0	19.0	L	0.6	102.7	YY	0.5	86.6	86.2	365.9	365.4	0.6	2.0	4.7	98.6	RR	1.0	81.9	73.7	365.5	364.5	4.7	2.0	4.1
20230102_04	100097	200098.0	20.0	L	96.9	3.1	GG	0.5	331.5	331.2	40.9	40.4	-3.1	7.0	1.7	83.3	YY	1.1	331.6	330.7	43.2	42.1	1.7	4.0	4.8
20230102_04	100109	200110.0	25.0	R	111.5	3.5	GG	0.3	125.9	125.6	62.4	62.1	-3.5	4.0	0.8	99.2	YY	0.9	125.9	125.0	62.7	61.8	0.8	3.0	4.3
20230102_05	100015	200017.0	21.0	M	0.1	99.9	YY	0.3	6.9	6.6	6.7	6.4	0.1	4.0	7.1	92.9	RG	53.0	9.8	9.0	429.6	376.6	7.1	4.0	7.0
20230102_05	100018	200019.0	21.0	R	95.7	4.3	GG	0.4	142.7	142.2	85.2	84.8	-4.3	4.0	0.7	99.3	YY	0.9	164.4	144.0	119.1	118.2	0.7	2.0	5.0
20230102_05	100025	200026.0	21.0	R	2.9	103.2	YY	0.4	45.6	45.2	170.6	170.2	2.9	4.0	10.2	95.9	RG	52.7	46.1	44.6	167.3	114.6	10.2	4.0	7.3
20230102_05	100038	200039.0	21.0	L	1.0	99.0	YY	0.3	53.0	52.6	245.5	245.2	1.0	3.0	5.3	94.7	RR	0.8	48.7	47.0	249.3	248.5	5.3	3.0	4.3
20230102_05	100217	200218.0	31.0	L	95.0	0.0	GY	0.3	45.8	45.4	48.5	48.2	0.0	7.0	4.2	88.6	RR	0.8	136.4	135.5	183.6	182.8	4.2	4.0	4.2
20230102_05	100227	200228.0	31.0	R	109.7	2.5	GG	0.4	213.7	213.3	36.8	36.4	-2.5	3.0	3.5	86.1	YG	56.0	215.2	214.3	61.1	5.1	3.5	4.0	6.0
20230102_06	100019	200021.0	43.0	M	119.1	0.9	GG	0.3	38.5	38.0	9.6	9.3	-0.9	9.0	3.0	125.0	YR	0.8	190.4	178.6	15.4	14.6	3.0	6.0	3.9
20230102_06	100020	200022.0	43.0	R	1.8	126.2	YY	0.3	67.8	67.3	7.7	7.4	1.8	6.0	7.9	120.1	RG	59.4	65.9	50.2	59.7	0.3	7.9	6.0	6.1
20230102_06	100110	200111.0	48.0	R	119.9	0.1	GY	1.6	50.6	50.1	167.1	165.5	-0.1	4.0	10.0	118.0	RG	57.8	53.5	50.3	164.6	106.8	10.0	2.0	10.1
20230102_06	100154	200155.0	48.0	R	115.3	1.7	GG	0.3	19.3	18.9	26.2	25.9	-1.7	13.0	2.5	125.5	YY	0.8	19.2	18.3	5.7	4.9	2.5	12.0	4.2
20230102_06	100256	200257.0	51.0	L	109.5	2.5	GG	0.3	25.7	25.4	32.3	32.0	-2.5	11.0	1.9	118.1	YY	0.8	25.7	24.9	34.7	33.9	1.9	8.0	4.4
20230102_06	100269	200270.0	51.0	R	117.6	2.4	GG	0.3	73.2	72.8	66.1	65.8	-2.4	8.0	1.9	124.2	YY	0.8	75.9	52.9	66.7	65.9	1.9	5.0	4.3
20230102_06	100278	200282.0	77.0	M	0.5	113.4	YY	0.3	87.4	87.0	6.0	5.7	0.5	20.0	7.2	106.7	RG	66.2	87.7	69.4	72.5	6.3	7.2	20.0	6.7
20230102_06	100309	200311.0	77.0	M	110.4	3.5	GG	0.4	18.2	17.8	104.3	103.9	-3.5	20.0	1.4	118.6	YY	0.9	18.5	17.6	103.8	102.9	1.4	10.0	4.9
20230102_06	100310	200312.0	77.0	L	111.7	2.2	GG	0.3	17.5	17.0	47.8	47.5	-2.2	20.0	2.2	117.8	YY	0.9	16.0	14.9	53.1	52.2	2.2	10.0	4.4
20230102_06	100325	200328.0	77.0	M	114.4	5.6	GG	0.4	13.6	13.3	8.6	8.2	-5.6	10.0	119.5	0.5	GY	0.9	14.3	13.4	10.2	9.3	-0.5	10.0	5.1
20230102_06	100331	200332.0	77.0	M	3.0	125.0	YY	0.3	8.6	8.2	23.9	23.6	3.0	11.0	9.7	118.3	RG	58.7	10.2	9.3	58.9	0.2	9.7	11.0	6.7
20230102_06	100347	200349.0	77.0	R	0.9	119.1	YY	0.4	87.4	86.8	23.3	22.9	0.9	11.0	8.8	111.2	RG	50.6	6.5	5.6	71.2	20.6	8.8	11.0	7.9
20230102_07	100128	200129.0	58.0	M	124.0	4.0	GG	0.3	49.9	49.4	29.0	28.7	-4.0	10.0	0.2	111.8	YY	0.8	48.1	46.9	35.8	35.0	0.2	7.0	4.2
20230102_07	100212	200213.0	59.0	R	0.7	127.3	YY	0.3	49.0	48.6	96.8	96.5	0.7	10.0	5.5	122.5	RG	62.7	49.2	48.3	95.5	32.8	5.5	10.0	4.8
20230102_07	100269	200271.0	59.0	M	1.8	118.2	YY	0.4	15.8	15.5	36.8	36.4	1.8	11.0	9.1	110.9	RG	74.1	19.9	19.3	146.3	72.2	9.1	11.0	7.3
20230102_07	100270	200272.0	59.0	R	3.5	116.5	YR	0.4	10.6	10.3	26.5	26.1	3.5	11.0	11.6	108.4	RG	76.6	15.1	14.5	149.4	72.8	11.6	11.0	8.1
20230102_07	100315	200316.0	59.0	M	126.0	2.0	GG	0.4	72.7	72.2	39.8	39.4	-2.0	10.0	2.4	109.6	YY	0.8	62.1	60.5	44.1	43.3	2.4	11.0	4.4
20230102_07	100329	200332.0	101.0	R	108.9	3.1	GG	0.3	43.7	43.4	30.1	29.8	-3.1	11.0	0.8	119.2	YY	0.7	43.1	42.3	37.3	36.6	0.8	16.0	3.9
20230102_08	100108	200110.0	70.0	R	116.0	4.0	GG	1.1	3.3	3.0	60.2	59.1	-4.0	22.0	2.4	123.2	YR	2.0	5.9	5.2	59.8	57.8	2.4	10.0	6.4
20230102_08	100129	200131.0	70.0	R	3.3	111.1	YR	0.4	39.3	39.0	42.5	42.1	3.3	8.0	11.1	103.3	RG	47.5	42.5	41.7	49.5	2.0	11.1	8.0	7.8
20230102_08	100245	200246.0	68.0	R	117.6	2.4	GG	0.3	56.5	56.0	33.0	32.7	-2.4	14.0	1.2	126.8	YY	0.7	70.2	38.2	36.1	35.4	1.2	5.0	3.6
20230102_08	100297	200299.0	83.0	R	1.5	118.5	YY	0.4	47.3	46.8	5.6	5.2	1.5	11.0	8.0	112.0	RG	77.3	39.8	38.2	152.3	75.0	8.0	11.0	6.5
20230102_09	100033	200034.0	83.0	R	90.2	4.8	GG	0.4	39.3	38.8	22.4	22.0	-4.8	12.0	94.9	0.1	GY	0.9	34.3	32.0	24.9	24.0	-0.1	12.0	4.7
20230102_09	100046	200047.0	83.0	L	96.9	3.1	GG	0.3	25.1	24.3	17.3	17.0	-3.1	8.0	1.1	98.9	YY	0.8	24.1	23.2	19.1	18.3	1.1	11.0	4.2
20230102_09	100109	200111.0	83.0	L	1.2	98.8	YY	0.4	30.6	30.2	161.1	160.7	1.2	11.0	7.9	92.1	RG	53.4	33.5	32.8	162.5	109.1	7.9	11.0	6.7
20230102_09	100156	200158.0	105.0	L	3.6	91.4	RR	0.3	29.6	29.2	11.4	11.1	3.6	18.0	11.9	83.1	RG	56.1	33.7	32.9	62.3	6.2	11.9	18.0	8.3
20230102_09	100220	200221.0	105.0	R	3.1	96.9	YY	0.4	46.2	45.7	22.6	22.2	3.1	11.0	9.5	90.5	RG	63.9	32.2	30.1	66.4	2.5	9.5	11.0	6.4
20230102_09	100280	200281.0	105.0	L	3.0	97.0	YY	0.3	80.7	80.0	28.1	27.8	3.0	12.0	8.6	91.4	RG	58.4	42.6	40.0	78.1	19.7	8.6	12.0	5.6
20230102_09	100339	200341.0	133.0	M	91.9	3.1	GG	0.4	43.5	43.3	18.1	17.7	-3.1	12.0	2.3	97.7	YR	1.4	43.6	30.7	18.1	16.7	2.3	17.0	5.4
20230102_09	100371	200372.0	133.0	R	95.6	4.4	GG	0.3	32.6	32.1	29.2	28.9	-4.4	17.0	0.3	102.2	YY	0.9	29.5	28.1	31.4	30.5	0.3	15.0	4.7
20230102_09	100395	200397.0	133.0	M	100.1	2.4	GG	0.4	5.3	5.0	26.2	25.8	-2.4	15.0	2.0	95.5	YY	0.8	5.7	5.0	12.4	11.6	2.0	19.0	4.4
20230102_09	100465	200466.0	133.0	M	95.9	4.1	GG	0.3	16.6	16.2	23.3	23.0	-4.1	8.0	0.1	99.9	YY	0.8	15.8	14.8	25.8	25.0	0.1	17.0	4.2
