file	adv	stop	volume_adv_15	Lane_adv	AIY_adv	TUY_adv	SCA_adv	OccTime_adv	HeadwayFoll_adv	GapFoll_adv	HeadwayLead_adv	GapLead_adv	arrival_time_adv	volume_adv_cycle_adv	AIY_stop	TUY_stop	SCA_stop	OccTime_stop	HeadwayFoll_stop	GapFoll_stop	HeadwayLead_stop	GapLead_stop	arrival_time_stop	volume_adv_cycle_stop	travel_time
20230106_20	100563	200566.0	157.0	M	95.3	2.9	GG	0.3	83.5	83.1	6.7	6.4	-2.9	14.0	0.4	89.8	YY	0.6	42.1	36.4	9.9	9.3	0.4	16.0	3.3
20230106_20	100564	200568.0	157.0	L	95.5	2.7	GG	0.2	95.3	95.0	3.5	3.3	-2.7	14.0	0.9	89.3	YY	0.8	78.6	41.3	5.5	4.7	0.9	16.0	3.6
20230106_20	100565	200569.0	157.0	R	97.0	1.2	GG	0.2	28.6	28.3	22.6	22.4	-1.2	14.0	2.3	87.9	YY	0.7	22.1	19.9	26.6	25.9	2.3	16.0	3.5
20230106_20	100567	200571.0	157.0	L	0.8	89.4	YY	0.3	3.5	3.3	10.4	10.1	0.8	16.0	6.4	83.8	RG	32.8	5.5	4.7	34.8	2.0	6.4	16.0	5.6
20230106_20	100682	200686.0	157.0	L	95.8	4.2	GG	0.3	51.5	51.1	9.4	9.1	-4.2	17.0	99.5	0.5	GY	0.7	85.1	35.8	14.2	13.5	-0.5	17.0	3.7
20230106_20	100685	200690.0	157.0	R	98.2	1.8	GG	0.3	8.7	8.4	1.7	1.4	-1.8	17.0	2.6	87.4	YY	0.8	8.2	7.1	3.0	2.2	2.6	25.0	4.4
20230106_20	100687	200693.0	157.0	R	99.9	0.1	GY	0.3	1.7	1.4	8.5	8.2	-0.1	17.0	5.6	84.4	RG	41.5	3.0	2.2	43.1	1.6	5.6	25.0	5.7
20230106_20	100798	200802.0	157.0	R	105.9	4.1	GG	0.2	6.1	5.7	4.3	4.1	-4.1	20.0	109.5	0.5	GY	0.7	23.9	23.0	4.1	3.4	-0.5	20.0	3.6
20230106_20	100799	200803.0	157.0	L	106.3	3.7	GG	0.2	43.4	43.2	10.3	10.1	-3.7	20.0	109.7	0.3	GY	0.7	42.9	42.2	19.0	18.3	-0.3	20.0	3.4
20230106_20	100804	200806.0	157.0	R	0.2	89.8	YY	0.2	4.3	4.1	5.6	5.4	0.2	17.0	3.6	86.4	YR	0.6	4.1	3.4	10.8	10.2	3.6	17.0	3.4
20230106_20	100834	200838.0	128.0	R	1.5	102.7	YY	0.1	34.6	34.2	1.9	1.8	1.5	15.0	7.5	96.7	RG	35.3	33.2	31.6	79.1	43.8	7.5	15.0	6.0
20230106_20	100835	200840.0	128.0	L	2.7	101.5	YY	0.3	32.0	31.7	7.1	6.8	2.7	15.0	8.5	95.7	RG	34.7	33.4	32.5	37.0	2.3	8.5	15.0	5.8
20230106_20	100836	200839.0	128.0	M	3.3	100.9	YY	0.3	56.2	55.8	5.7	5.4	3.3	15.0	8.3	95.9	RG	37.5	38.0	33.7	80.6	43.1	8.3	15.0	5.0
20230106_20	100932	200938.0	128.0	M	110.4	4.6	GG	0.3	1.5	1.2	13.6	13.3	-4.6	25.0	114.5	0.5	GY	0.8	1.7	0.9	18.1	17.3	-0.5	25.0	4.1
20230106_21	100010	200016.0	119.0	M	102.2	2.6	GG	0.2	87.2	86.7	3.5	3.3	-2.6	9.0	1.2	98.8	YY	0.8	90.4	39.8	6.3	5.5	1.2	12.0	3.8
20230106_21	100014	200023.0	119.0	M	0.9	99.1	YY	0.4	3.5	3.3	1.0	0.6	0.9	12.0	7.5	92.5	RG	69.4	6.3	5.5	70.2	0.8	7.5	12.0	6.6
20230106_21	100053	200055.0	119.0	M	1.1	104.9	YY	0.3	59.7	59.1	11.8	11.5	1.1	20.0	7.5	98.5	RG	78.5	34.1	32.0	79.2	0.7	7.5	20.0	6.4
20230106_21	100195	200197.0	119.0	M	97.9	2.1	GG	0.3	4.1	3.8	27.2	26.9	-2.1	13.0	1.8	88.2	YY	0.7	4.2	3.4	30.4	29.7	1.8	13.0	3.9
20230106_21	100196	200200.0	119.0	L	1.7	88.3	YY	0.3	44.4	44.0	4.8	4.5	1.7	13.0	7.5	82.5	RG	52.6	42.9	41.6	53.7	1.1	7.5	13.0	5.8
20230106_21	100370	200375.0	124.0	M	104.4	0.3	GG	0.3	7.9	7.6	5.3	5.0	-0.3	19.0	5.0	95.0	RG	56.4	8.5	7.4	108.5	52.1	5.0	10.0	5.3
20230106_21	100372	200377.0	124.0	L	0.4	99.6	YY	0.3	23.9	23.5	6.6	6.3	0.4	10.0	6.1	93.9	RG	54.0	12.8	11.8	55.4	1.4	6.1	10.0	5.7
20230106_21	100411	200412.0	124.0	R	1.5	103.5	YY	0.2	48.7	48.4	32.6	32.4	1.5	18.0	6.7	98.3	RG	67.2	35.2	31.5	95.5	28.3	6.7	18.0	5.2
20230106_21	100436	200441.0	124.0	R	102.9	2.1	GG	0.3	4.5	4.2	4.3	4.0	-2.1	18.0	2.3	92.7	YY	1.0	5.1	4.3	6.8	5.8	2.3	8.0	4.4
20230106_21	100440	200443.0	124.0	R	2.2	92.8	YY	0.3	4.3	4.0	3.6	3.3	2.2	8.0	9.1	85.9	RG	29.7	6.8	5.8	31.2	1.5	9.1	8.0	6.9
20230106_21	100450	200454.0	125.0	R	93.7	1.3	GG	0.3	84.2	83.7	5.3	5.0	-1.3	8.0	2.6	87.4	YY	0.7	57.3	54.5	7.0	6.3	2.6	11.0	3.9
20230106_21	100451	200455.0	125.0	M	94.4	0.6	GG	0.3	40.3	40.0	11.7	11.4	-0.6	8.0	3.3	86.7	YR	0.7	40.6	39.9	15.8	15.1	3.3	11.0	3.9
20230106_21	100452	200456.0	125.0	L	0.1	89.9	YY	0.3	55.1	54.7	2.3	2.0	0.1	11.0	3.7	86.3	RR	0.7	99.2	98.3	4.3	3.6	3.7	11.0	3.6
20230106_21	100453	200458.0	125.0	L	2.4	87.6	YY	0.3	2.3	2.0	27.0	26.7	2.4	11.0	8.0	82.0	RG	40.5	4.3	3.6	54.6	14.1	8.0	11.0	5.6
20230106_21	100504	200506.0	125.0	L	105.8	4.2	GG	0.2	25.6	24.9	37.6	37.4	-4.2	20.0	109.5	0.5	GY	0.7	17.0	15.5	41.9	41.2	-0.5	20.0	3.7
20230106_21	100507	200508.0	125.0	M	1.0	99.0	YY	0.3	43.9	43.4	100.4	100.1	1.0	13.0	6.8	93.2	RG	55.6	73.8	29.6	101.3	45.7	6.8	13.0	5.8
20230106_21	100529	200532.0	125.0	L	1.2	102.1	YY	0.3	7.3	7.0	39.3	39.0	1.2	21.0	7.8	95.5	RG	53.8	9.5	8.7	55.8	2.0	7.8	21.0	6.6
20230106_21	100530	200533.0	125.0	M	1.4	101.9	YY	0.4	100.4	100.1	6.1	5.7	1.4	21.0	8.1	95.2	RG	55.7	101.3	45.7	56.0	0.3	8.1	21.0	6.7
20230106_21	100630	200634.0	125.0	R	98.4	3.0	GG	0.4	23.6	23.1	10.0	9.6	-3.0	21.0	1.4	88.6	YY	0.8	19.8	18.3	16.6	15.8	1.4	11.0	4.4
20230106_21	100631	200633.0	125.0	M	98.5	2.9	GG	0.3	13.1	12.8	13.0	12.7	-2.9	21.0	1.0	89.0	YY	0.7	12.9	12.1	17.9	17.2	1.0	11.0	3.9
20230106_21	100632	200635.0	125.0	L	101.4	0.0	GY	0.3	68.7	68.3	23.9	23.6	0.0	21.0	3.9	86.1	RR	0.7	36.4	34.5	28.6	27.9	3.9	11.0	3.9
20230106_21	100791	200792.0	127.0	L	102.4	2.6	GG	0.3	70.4	69.5	15.2	14.9	-2.6	12.0	1.2	93.8	YY	0.8	30.7	28.7	18.8	18.0	1.2	9.0	3.8
20230106_21	100849	200850.0	127.0	R	96.3	3.7	GG	0.4	39.7	39.1	23.8	23.4	-3.7	17.0	1.2	103.8	YY	0.9	31.4	28.1	28.0	27.1	1.2	11.0	4.9
20230106_22	100014	200017.0	112.0	M	0.9	91.9	YY	0.3	60.9	60.6	2.5	2.2	0.9	17.0	4.8	88.0	RR	0.7	77.9	40.9	5.3	4.6	4.8	17.0	3.9
20230106_22	100015	200018.0	112.0	R	1.7	91.1	YY	0.3	52.9	52.5	8.4	8.1	1.7	17.0	8.7	84.1	RG	56.8	39.7	37.8	57.1	0.3	8.7	17.0	7.0
20230106_22	100016	200021.0	112.0	M	3.4	89.4	YR	0.3	2.5	2.2	5.3	5.0	3.4	17.0	10.1	82.7	RG	52.6	5.3	4.6	53.7	1.1	10.1	17.0	6.7
20230106_22	100051	200052.0	112.0	L	2.7	120.2	YY	0.8	8.9	8.6	78.1	77.3	2.7	16.0	10.7	112.2	RG	59.4	13.3	12.6	89.7	30.3	10.7	16.0	8.0
20230106_22	100178	200179.0	112.0	L	114.8	0.2	GY	0.3	85.7	84.9	13.0	12.7	-0.2	10.0	5.1	89.9	RG	64.3	42.4	40.4	65.2	0.9	5.1	17.0	5.3
20230106_22	100207	200210.0	144.0	R	90.1	4.9	GG	0.4	4.1	3.8	19.6	19.2	-4.9	17.0	94.9	0.1	GY	0.9	4.5	3.7	18.1	17.2	-0.1	17.0	4.8
20230106_22	100266	200267.0	144.0	M	0.7	89.3	YY	0.3	64.4	63.7	19.9	19.6	0.7	17.0	6.3	83.7	RG	54.0	25.8	24.0	58.7	4.7	6.3	17.0	5.6
20230106_22	100295	200296.0	144.0	M	1.4	101.7	YY	0.3	28.1	27.7	11.0	10.7	1.4	20.0	9.7	93.4	RG	40.4	30.3	29.2	59.1	18.7	9.7	20.0	8.3
20230106_22	100357	200358.0	144.0	L	3.6	82.3	RR	0.4	63.4	62.8	18.0	17.6	3.6	20.0	10.1	75.8	RG	19.0	65.6	64.8	55.2	36.2	10.1	20.0	6.5
20230106_22	100466	200467.0	144.0	R	79.6	5.9	GG	0.4	20.9	20.6	25.2	24.8	-5.9	9.0	84.7	0.8	GY	1.0	21.9	21.1	29.6	28.6	-0.8	9.0	5.1
20230106_22	100499	200501.0	105.0	M	98.3	3.5	GG	0.2	5.7	5.3	46.5	46.3	-3.5	18.0	0.1	95.2	YY	0.8	5.2	4.4	51.1	50.3	0.1	11.0	3.6
20230106_22	100502	200503.0	105.0	L	0.6	94.7	YY	0.3	12.4	11.9	11.4	11.1	0.6	11.0	7.2	88.1	RG	44.7	14.6	13.8	144.5	99.8	7.2	11.0	6.6
20230106_22	100517	200518.0	105.0	M	92.4	2.9	GG	0.3	7.6	7.3	68.5	68.2	-2.9	11.0	1.1	86.7	YY	0.8	7.4	6.5	68.6	67.8	1.1	9.0	4.0
20230106_22	100645	200646.0	105.0	L	94.9	3.9	GG	0.8	38.1	37.8	15.3	14.5	-3.9	12.0	1.5	91.5	YY	1.1	40.0	39.2	16.5	15.4	1.5	16.0	5.4
20230106_22	100746	200747.0	105.0	R	88.1	4.9	GG	0.4	35.5	35.2	34.0	33.6	-4.9	15.0	0.8	86.2	YY	1.1	35.9	34.6	34.7	33.6	0.8	11.0	5.7
20230106_23	100113	200114.0	118.0	R	86.4	0.6	GG	0.4	119.9	119.5	34.9	34.5	-0.6	6.0	7.6	82.4	RG	35.3	82.8	80.3	38.2	2.9	7.6	14.0	8.2
20230106_23	100172	200173.0	118.0	M	89.9	0.1	GY	0.4	25.8	25.5	27.1	26.7	-0.1	17.0	4.0	89.0	RR	0.7	26.5	25.8	29.0	28.3	4.0	10.0	4.1
20230106_23	100355	200356.0	101.0	M	103.1	1.3	GG	0.4	47.5	47.2	24.4	24.0	-1.3	6.0	4.0	90.7	RG	43.1	48.5	47.6	108.0	64.9	4.0	13.0	5.3
20230106_23	100661	200662.0	76.0	M	0.1	82.5	YY	0.3	27.0	26.7	38.2	37.9	0.1	10.0	6.1	76.5	RG	28.9	28.7	27.9	35.7	6.8	6.1	10.0	6.0
20230107_00	100034	200035.0	78.0	L	2.6	85.7	YY	0.4	30.1	29.7	46.9	46.5	2.6	11.0	5.9	82.4	RR	0.6	28.7	27.8	47.6	47.0	5.9	11.0	3.3
20230107_00	100266	200267.0	75.0	R	2.2	119.7	YY	0.3	36.4	36.1	64.7	64.4	2.2	15.0	8.5	113.4	RG	33.3	38.5	37.7	63.1	29.8	8.5	15.0	6.3
20230107_00	100291	200292.0	75.0	L	119.3	2.6	GG	0.4	7.2	6.7	22.7	22.3	-2.6	15.0	1.4	69.5	YY	0.8	6.5	5.6	25.5	24.7	1.4	4.0	4.0
20230107_00	100297	200298.0	58.0	M	66.8	4.1	GG	0.4	77.1	76.8	25.6	25.2	-4.1	4.0	1.4	87.8	YY	1.0	78.3	77.5	31.4	30.4	1.4	8.0	5.5
20230107_00	100299	200300.0	58.0	R	2.4	86.8	YY	0.4	82.4	82.1	45.5	45.1	2.4	8.0	10.1	79.1	RG	24.4	86.0	85.2	42.5	18.1	10.1	8.0	7.7
20230107_00	100344	200345.0	58.0	L	144.8	0.9	GG	0.4	21.8	21.0	6.9	6.5	-0.9	12.0	3.5	104.4	YR	0.9	22.3	21.6	90.1	89.2	3.5	14.0	4.4
20230107_00	100396	200398.0	58.0	R	3.4	72.5	YR	0.3	139.0	138.6	13.1	12.8	3.4	6.0	10.3	65.6	RG	23.3	141.0	140.1	24.4	1.1	10.3	6.0	6.9
20230107_01	100119	200120.0	52.0	R	0.7	85.3	YY	0.3	8.4	8.1	24.6	24.3	0.7	5.0	6.8	79.2	RG	23.4	10.2	9.3	25.5	2.1	6.8	5.0	6.1
20230107_01	100194	200196.0	52.0	R	175.8	4.2	GG	0.3	73.3	73.0	55.4	55.1	-4.2	9.0	179.3	0.7	GY	0.7	72.6	71.7	55.7	55.0	-0.7	9.0	3.5
20230107_01	100195	200197.0	52.0	M	177.3	2.7	GG	0.3	165.9	165.4	100.9	100.6	-2.7	9.0	1.4	76.6	YY	0.9	161.3	151.0	114.1	113.2	1.4	2.0	4.1
20230107_01	100274	200275.0	57.0	R	89.2	4.5	GG	0.3	45.1	44.9	21.1	20.8	-4.5	12.0	93.6	0.1	GY	0.9	45.7	44.8	3.2	2.3	-0.1	12.0	4.4
20230107_01	100284	200285.0	57.0	L	83.3	1.6	GG	0.5	92.3	91.8	21.4	20.9	-1.6	5.0	3.3	88.7	YR	1.0	58.0	56.6	23.8	22.8	3.3	8.0	4.9
20230107_01	100294	200297.0	57.0	L	89.5	2.5	GG	1.2	54.6	54.0	11.2	10.0	-2.5	8.0	2.0	147.2	YY	0.9	54.6	53.6	29.0	28.1	2.0	8.0	4.5
20230107_01	100295	200298.0	57.0	R	90.2	1.8	GG	0.3	58.6	58.2	80.6	80.3	-1.8	8.0	2.5	146.7	YY	0.8	81.5	80.1	80.3	79.5	2.5	8.0	4.3
20230107_01	100296	200299.0	57.0	M	91.3	0.7	GG	0.3	70.0	69.6	30.0	29.7	-0.7	8.0	5.0	144.2	RG	25.1	68.7	66.8	30.6	5.5	5.0	8.0	5.7
20230107_01	100368	200370.0	39.0	M	72.6	2.8	GG	0.3	108.9	108.6	57.1	56.8	-2.8	7.0	1.4	181.6	YY	0.8	109.1	108.3	57.3	56.5	1.4	7.0	4.2
20230107_01	100384	200385.0	39.0	L	1.5	88.5	YY	0.8	51.5	51.1	29.7	28.9	1.5	4.0	10.5	79.5	RG	20.0	61.1	60.1	136.5	116.5	10.5	4.0	9.0
20230107_03	100149	200150.0	32.0	R	1.1	100.9	YY	0.5	34.6	34.2	96.3	95.8	1.1	5.0	8.5	93.5	RG	33.4	37.6	36.8	93.1	59.7	8.5	5.0	7.4
20230107_03	100155	200156.0	32.0	R	97.4	4.6	GG	0.3	96.3	95.8	136.8	136.5	-4.6	5.0	101.6	0.4	GY	0.8	93.1	59.7	136.7	135.9	-0.4	5.0	4.2
20230107_03	100225	200227.0	35.0	M	87.5	2.5	GG	0.4	48.7	48.4	78.7	78.3	-2.5	8.0	2.0	94.3	YY	0.9	49.1	48.4	79.1	78.2	2.0	5.0	4.5
20230107_03	100234	200235.0	35.0	R	91.9	4.4	GG	0.3	5.7	5.3	33.4	33.1	-4.4	5.0	1.5	76.5	YY	0.2	6.3	5.3	32.1	31.9	1.5	4.0	5.9
20230107_03	100242	200243.0	35.0	M	3.6	92.1	YR	0.2	101.7	101.4	156.9	156.7	3.6	2.0	8.7	87.0	RG	31.0	101.9	100.9	156.5	125.5	8.7	2.0	5.1
20230107_04	100113	200114.0	27.0	M	0.7	101.3	YY	0.3	29.2	28.9	143.1	142.8	0.7	3.0	7.1	94.9	RG	32.9	31.1	30.3	140.5	107.6	7.1	3.0	6.4
20230107_05	100150	200152.0	49.0	M	82.6	4.4	GG	0.4	4.5	4.2	50.4	50.0	-4.4	11.0	1.1	91.9	YY	1.0	6.1	5.4	49.4	48.4	1.1	2.0	5.5
20230107_05	100271	200272.0	44.0	R	98.7	3.3	GG	0.3	46.3	46.0	48.0	47.7	-3.3	6.0	1.5	76.5	YY	0.9	47.0	46.3	47.0	46.1	1.5	4.0	4.8
20230107_06	100021	200022.0	48.0	R	0.2	94.8	YY	0.3	57.1	56.7	48.2	47.9	0.2	8.0	4.8	90.2	RG	65.4	53.7	50.3	73.9	8.5	4.8	8.0	4.6
20230107_06	100090	200091.0	48.0	R	1.1	103.9	YY	1.5	16.5	16.3	161.5	160.0	1.1	2.0	8.7	96.3	RG	58.7	20.7	20.1	111.6	52.9	8.7	2.0	7.6
20230107_06	100295	200296.0	76.0	L	100.6	4.4	GG	0.3	147.1	145.7	51.4	51.1	-4.4	4.0	104.4	0.6	GY	0.7	142.1	140.6	56.4	55.7	-0.6	4.0	3.8
20230107_07	100089	200090.0	53.0	R	91.0	4.0	GG	1.0	36.9	36.4	77.4	76.4	-4.0	8.0	2.6	97.4	YR	2.2	38.1	37.1	75.2	73.0	2.6	3.0	6.6
20230107_07	100104	200105.0	74.0	R	97.1	2.9	GG	0.3	24.4	24.3	58.4	58.1	-2.9	7.0	1.9	98.1	YY	0.9	25.1	24.9	56.8	55.9	1.9	12.0	4.8
20230107_07	100139	200140.0	74.0	R	103.2	1.8	GG	0.3	21.3	20.9	38.9	38.6	-1.8	8.0	1.9	93.1	YY	0.7	20.2	19.3	43.0	42.3	1.9	8.0	3.7
20230107_07	100176	200177.0	74.0	R	99.5	0.5	GG	0.4	21.9	21.6	17.2	16.8	-0.5	9.0	5.5	94.5	RG	73.2	24.0	23.2	74.5	1.3	5.5	13.0	6.0
20230107_07	100196	200197.0	74.0	M	99.6	0.4	GG	0.3	26.1	25.5	11.9	11.6	-0.4	13.0	5.5	94.5	RG	60.6	24.1	22.7	116.7	56.1	5.5	12.0	5.9
20230107_07	100242	200243.0	80.0	M	97.5	2.5	GG	0.3	25.7	25.4	76.4	76.1	-2.5	11.0	1.6	103.4	YY	0.8	42.6	24.7	77.0	76.2	1.6	11.0	4.1
20230107_07	100288	200289.0	80.0	L	93.3	1.7	GG	1.1	35.5	34.9	54.9	53.8	-1.7	9.0	2.6	97.4	YY	0.9	134.1	133.2	56.6	55.7	2.6	6.0	4.3
20230107_07	100316	200317.0	80.0	R	2.3	71.3	YR	1.9	52.2	51.8	47.2	45.3	2.3	18.0	12.0	61.6	RG	48.7	53.0	51.4	49.9	1.2	12.0	18.0	9.7
20230107_07	100345	200348.0	80.0	R	70.9	2.7	GG	0.4	8.1	7.8	6.4	6.0	-2.7	18.0	4.0	88.6	RG	38.2	9.1	7.8	74.4	36.2	4.0	7.0	6.7
20230107_07	100474	200476.0	80.0	R	102.0	2.9	GG	0.4	24.2	23.8	51.5	51.1	-2.9	14.0	1.7	93.4	YY	0.9	23.0	21.9	53.4	52.5	1.7	12.0	4.6
20230107_07	100475	200477.0	80.0	M	103.9	1.0	GG	0.3	43.9	43.5	50.5	50.2	-1.0	14.0	2.8	92.3	YY	0.8	29.7	27.5	53.6	52.8	2.8	12.0	3.8
20230107_08	100014	200016.0	82.0	L	96.4	3.6	GG	0.5	63.9	63.4	7.3	6.8	-3.6	9.0	0.9	99.1	YY	0.9	60.6	39.4	71.9	71.0	0.9	13.0	4.5
20230107_08	100162	200164.0	97.0	R	96.8	3.2	GG	0.9	6.6	6.3	61.3	60.4	-3.2	14.0	2.4	102.6	YR	1.8	8.5	7.8	60.6	58.8	2.4	9.0	5.6
20230107_08	100163	200165.0	97.0	L	98.2	1.8	GG	0.4	6.6	6.0	50.8	50.4	-1.8	14.0	2.6	102.4	YY	0.8	7.0	6.1	52.9	52.1	2.6	9.0	4.4
20230107_08	100382	200383.0	112.0	L	0.1	99.9	YY	0.4	31.6	30.7	51.8	51.4	0.1	15.0	6.7	93.3	RG	53.7	34.0	33.1	54.0	0.3	6.7	15.0	6.6
20230107_08	100408	200409.0	112.0	M	2.3	102.7	YY	0.3	8.6	8.3	49.3	49.0	2.3	19.0	7.5	97.5	RG	56.6	9.6	8.8	59.5	2.9	7.5	19.0	5.2
20230107_08	100503	200504.0	112.0	R	98.4	1.6	GG	0.3	32.0	31.4	51.1	50.8	-1.6	10.0	3.0	97.0	YR	0.9	20.0	18.5	52.4	51.5	3.0	14.0	4.6
20230107_08	100557	200558.0	115.0	L	96.0	4.0	GG	0.5	36.5	35.9	51.4	50.9	-4.0	18.0	0.0	100.0	YY	0.8	18.8	17.9	53.7	52.9	0.0	9.0	4.0
20230107_08	100617	200618.0	115.0	R	98.5	1.5	GG	0.2	39.5	39.1	50.2	50.0	-1.5	11.0	1.4	98.6	YY	0.5	33.5	27.4	52.9	52.4	1.4	14.0	2.9
20230107_09	100110	200111.0	118.0	R	97.6	2.4	GG	0.3	25.2	24.6	55.4	55.1	-2.4	8.0	1.6	103.4	YY	0.8	22.1	20.9	59.9	59.1	1.6	20.0	4.0
20230107_09	100166	200168.0	118.0	R	3.2	98.4	YY	0.4	34.2	33.9	4.4	4.0	3.2	22.0	11.4	90.2	RG	53.8	39.0	38.2	55.9	2.1	11.4	22.0	8.2
20230107_09	100253	200254.0	145.0	R	0.8	104.2	YY	0.3	36.6	36.1	24.2	23.9	0.8	21.0	8.5	96.5	RG	64.9	31.5	26.9	65.5	0.6	8.5	21.0	7.7
20230107_09	100325	200326.0	145.0	R	90.7	4.3	GG	0.3	13.1	12.6	9.5	9.2	-4.3	22.0	94.9	0.1	GY	0.9	10.8	9.6	30.3	29.4	-0.1	22.0	4.2
20230107_09	100391	200392.0	145.0	M	101.9	3.1	GG	0.3	16.7	16.4	14.1	13.8	-3.1	8.0	1.1	93.9	YY	0.8	16.5	15.6	16.8	16.0	1.1	16.0	4.2
20230107_09	100454	200456.0	145.0	R	95.4	4.6	GG	0.3	30.0	29.4	26.3	26.0	-4.6	23.0	99.5	0.5	GY	0.8	10.6	9.2	29.7	28.9	-0.5	23.0	4.1
20230107_09	100477	200478.0	137.0	M	1.4	98.6	YY	0.3	68.8	68.3	27.9	27.6	1.4	15.0	9.2	90.8	RG	54.8	30.2	29.0	55.8	1.0	9.2	15.0	7.8
20230107_09	100566	200567.0	137.0	L	1.9	98.1	YY	0.4	21.4	20.9	21.8	21.4	1.9	23.0	8.1	91.9	RG	67.9	23.0	22.1	68.4	0.5	8.1	23.0	6.2
20230107_09	100633	200635.0	137.0	M	97.1	2.9	GG	0.3	22.1	21.8	38.4	38.1	-2.9	17.0	1.3	98.7	YY	0.8	21.9	21.0	44.4	43.6	1.3	18.0	4.2
20230107_09	100866	200867.0	157.0	M	1.3	98.7	YY	0.3	27.9	27.4	13.8	13.5	1.3	15.0	7.6	92.4	RG	64.6	25.3	23.9	66.4	1.8	7.6	15.0	6.3
20230107_10	100050	200051.0	124.0	M	0.2	99.8	YY	0.3	23.6	23.3	81.3	81.0	0.2	12.0	5.6	94.4	RG	67.9	24.7	23.9	79.9	12.0	5.6	12.0	5.4
20230107_10	100068	200069.0	124.0	R	94.4	5.6	GG	0.4	5.9	5.5	28.8	28.4	-5.6	12.0	99.4	0.6	GY	1.0	6.1	5.3	29.8	28.8	-0.6	12.0	5.0
20230107_10	100111	200112.0	124.0	R	94.7	5.3	GG	0.3	15.8	15.5	19.3	19.0	-5.3	22.0	99.3	0.7	GY	0.9	15.4	14.4	22.4	21.5	-0.7	22.0	4.6
20230107_10	100137	200139.0	124.0	R	0.8	99.2	YY	0.6	42.3	41.8	36.7	36.1	0.8	27.0	10.6	89.4	RG	55.2	38.5	36.9	56.8	1.6	10.6	27.0	9.8
20230107_10	100138	200140.0	124.0	L	2.7	97.3	YY	0.5	48.7	48.0	39.4	38.9	2.7	27.0	11.1	88.9	RG	56.4	45.2	43.1	56.7	0.3	11.1	27.0	8.4
20230107_10	100186	200187.0	124.0	M	2.8	97.2	YY	0.5	30.3	30.0	11.6	11.1	2.8	15.0	9.8	90.2	RG	55.3	9.1	8.4	72.1	16.8	9.8	15.0	7.0
20230107_10	100208	200210.0	124.0	L	95.9	4.1	GG	1.0	22.9	22.0	33.5	32.5	-4.1	15.0	0.3	104.7	YY	0.9	28.4	27.7	36.2	35.3	0.3	6.0	4.4
20230107_10	100209	200211.0	124.0	R	98.6	1.4	GG	0.5	20.2	19.8	29.8	29.3	-1.4	15.0	3.9	101.1	RR	1.1	21.1	20.3	31.0	29.9	3.9	6.0	5.3
20230107_10	100220	200221.0	167.0	L	101.4	3.6	GG	0.4	72.0	71.0	35.3	34.9	-3.6	6.0	104.5	0.5	GY	0.6	68.0	43.3	39.8	39.2	-0.5	6.0	3.1
20230107_10	100282	200284.0	167.0	R	98.4	1.6	GG	0.2	26.8	26.3	5.9	5.7	-1.6	23.0	2.4	97.6	YY	0.8	24.8	23.7	9.4	8.6	2.4	26.0	4.0
20230107_10	100332	200333.0	167.0	R	2.3	97.7	YY	0.3	28.8	28.1	23.7	23.4	2.3	14.0	8.7	91.3	RG	67.8	18.5	17.1	68.7	0.9	8.7	14.0	6.4
20230107_10	100408	200410.0	167.0	R	98.1	1.9	GG	0.4	15.3	15.0	3.5	3.1	-1.9	14.0	2.5	97.5	YY	0.8	15.6	14.8	6.0	5.2	2.5	22.0	4.4
20230107_10	100409	200411.0	167.0	R	1.6	98.4	YY	0.5	3.5	3.1	10.9	10.4	1.6	22.0	8.5	91.5	RG	60.6	6.0	5.2	61.6	1.0	8.5	22.0	6.9
20230107_10	100440	200441.0	167.0	R	95.8	4.2	GG	0.5	34.4	33.7	30.4	29.9	-4.2	22.0	1.3	98.7	YY	1.0	23.5	21.7	32.6	31.6	1.3	27.0	5.5
20230107_10	100584	200585.0	150.0	R	99.0	1.0	GG	0.3	13.3	12.9	25.2	24.9	-1.0	16.0	4.2	95.8	RG	65.1	8.5	7.3	87.6	22.5	4.2	8.0	5.2
20230107_10	100629	200630.0	150.0	L	95.9	4.1	GG	0.4	17.4	16.7	32.5	32.1	-4.1	19.0	0.2	99.8	YY	0.8	15.3	14.2	34.7	33.9	0.2	23.0	4.3
20230107_10	100671	200672.0	150.0	R	99.4	0.6	GG	0.5	10.1	9.7	23.0	22.5	-0.6	23.0	7.0	93.0	RG	57.0	10.2	8.9	57.1	0.1	7.0	17.0	7.6
20230107_10	100754	200755.0	150.0	R	97.3	2.7	GG	0.4	28.7	27.4	37.3	36.9	-2.7	29.0	2.2	97.8	YY	1.0	18.5	17.3	40.3	39.3	2.2	18.0	4.9
20230107_10	100787	200788.0	150.0	L	96.9	3.1	GG	0.3	15.4	14.2	25.4	25.1	-3.1	18.0	1.5	98.5	YY	0.8	21.0	19.9	34.9	34.1	1.5	6.0	4.6
20230107_10	100939	200940.0	160.0	R	0.3	99.7	YY	0.3	21.8	21.3	16.6	16.3	0.3	18.0	4.9	95.1	RG	60.6	21.1	19.6	63.1	2.5	4.9	18.0	4.6
20230107_10	100970	200971.0	160.0	L	1.3	98.7	YY	0.4	28.2	26.6	23.7	23.3	1.3	15.0	6.5	93.5	RG	59.2	27.9	27.0	59.3	0.1	6.5	15.0	5.2
